Marca temporal,Fecha,Tienda,Departamento,Sector sucursal,Estacionamiento [Había guardia de seguridad en el área de estacionamiento.],Estacionamiento [El guardia de seguridad del estacionamiento se encontraba prestando atención al entorno.],Estacionamiento [Todos los espacios de estacionamiento estaban disponibles para los clientes.],Bienvenida [Habían suficientes elementos disponibles en el área de bienvenida.],Bienvenida [Los elementos del área de bienvenida estaban limpios y sin residuos de basura o comida.],Bienvenida [El personal del área de bienvenida se mostró amable y dio la bienvenida.],Bienvenida [El personal del área de bienvenida dio la bienvenida y ofreció atención.],Bienvenida [Los elementos del área de bienvenida se desplazaban correctamente.],"Pasillo central [El pasillo central estaba limpio (sin basura, sin restos de producto o cosas ajenas al área).]",Pasillo central [Alguna exhibición del pasillo central estaba vacía o sin producto.],Sector 1 [Había mal olor en el Sector 1.],"Sector 1 [En el área de mostrador del Sector 1, cuando se llamó al personal atendió rápidamente.]",Sector 1 [El personal del Sector 1 fue amable.],Sector 1 [El personal del Sector 1 mostró conocimiento cuando se le preguntó algo relacionado al Sector 1.],"Sector 1 [El Sector 1 estaba limpio (sin basura, sin restos de producto o cosas ajenas al área).]","Sector 2 [El Sector 2 estaba limpio (sin basura, sin restos de producto o cosas ajenas al área).]",Sector 2 [El personal del Sector 2 fue amable.],Sector 2 [El personal del Sector 2 mostró conocimiento cuando se le preguntó algo relacionado a su área.],Sector 3 [La exhibición del Sector 3 está completa (no hay canastas o bandejas vacías).],"Sector 3 [El Sector 3 estaba limpio (sin basura, sin restos de producto o cosas ajenas al área).]","Pasillo secundario [El pasillo secundario está limpio (sin basura, sin restos de producto o cosas ajenas al área).]","Pasillo secundario [Hay cajas o algún otro objeto que obstaculiza el paso en el pasillo secundario, sin que haya alguien trabajando con ello.]","Pasillo secundario [Al preguntar al personal del pasillo secundario donde ubicar un producto, ¿lo guiaron hacia el producto?]",Cobro [Encontró un punto de cobro disponible rápidamente.],Cobro [El personal de cobro saludó cordialmente.],Cobro [El personal de cobro fue amable durante toda la transacción.],Cobro [El personal de cobro ofreció productos en el área de cobro.],Cobro [El personal de cobro dejó de ofrecer productos adicionales cuando se le indicó que no estaba interesado.],Cobro [El personal de cobro reaccionó amablemente cuando se le pidió retirar algún producto de la transacción.],Cobro [El personal de cobro agradeció mi compra y se despidió.],Empaque [Las opciones de empaque son suficientes para diferentes ocasiones.],Empaque [El personal de empaque fue amable y ágil para realizar mi empaque.],Sanitarios [El sanitario estaba disponible para los clientes en todo momento (sin llave).],"Sanitarios [Había suficientes suministros en el sanitario (agua, jabón y papel).]","Sanitarios [Funcionan correctamente el inodoro, lavamanos y secador de manos en los sanitarios.]",Sanitarios [Estaba llena y actualizada la hoja de limpieza de los sanitarios.],Sanitarios [El sanitario olía bien.],"Experiencia [El ambiente (iluminación, diseño, música y aroma) es agradable y acorde a la experiencia.]","Experiencia [En general, el personal es agradable, atento y servicial.]",Experiencia [La misión de mi visita se cumplió y fue gracias a la buena asesoría y atención del personal.],Comentarios,Hallazgo grave
2025-05-23 09:23:08,23/05/2025,Sucursal Centro,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-05-19 18:13:15,19/05/2025,Sucursal Norte,Guatemala,Distrito Metro,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-05-20 13:53:32,20/05/2025,Sucursal Sur,Guatemala,Distrito Metro,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,,
2025-05-14 13:51:44,14/05/2025,Sucursal Las Palmas,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,,
2025-05-11 16:18:19,11/05/2025,Sucursal Pradera,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,"Visita dentro del promedio, con áreas de oportunidad.",
2025-05-17 17:36:19,17/05/2025,Sucursal Majadas,Guatemala,Distrito Metro,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,,
2025-05-22 14:00:36,22/05/2025,Sucursal Vista Hermosa,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-05-02 14:57:21,02/05/2025,Sucursal Cayalá,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,,
2025-05-20 12:19:22,20/05/2025,Sucursal Américas,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-05-14 16:20:34,14/05/2025,Sucursal Roosevelt,Guatemala,Distrito Metro,NO,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-05-21 08:34:19,21/05/2025,Sucursal Portales,Guatemala,Distrito Metro,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,,
2025-05-19 14:38:41,19/05/2025,Sucursal Naranjo,Guatemala,Distrito Metro,SÍ,NO,NO,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,,
2025-05-03 15:27:02,03/05/2025,Sucursal San Cristóbal,Guatemala,Distrito Metro,SÍ,NO,SÍ,NO,NO,NO,SÍ,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,NO,NO,NO,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",Incidencia grave en Cobro: Condiciones inaceptables de servicio o infraestructura.
2025-05-14 17:17:19,14/05/2025,Sucursal Muxbal,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,,
2025-05-03 14:08:17,03/05/2025,Sucursal Carretera,Guatemala,Distrito Metro,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,,
2025-05-25 17:16:02,25/05/2025,Sucursal Zonal,Guatemala,Distrito Metro,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,"Visita dentro del promedio, con áreas de oportunidad.",
2025-05-18 17:34:34,18/05/2025,Sucursal Express,Guatemala,Distrito Metro,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,,
2025-05-27 15:02:39,27/05/2025,Sucursal San Miguel,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,,
2025-05-04 17:15:27,04/05/2025,Sucursal Villa Nueva,Guatemala,Distrito Metro,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-05-13 08:41:53,13/05/2025,Sucursal Petapa,Guatemala,Distrito Metro,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,,
2025-05-10 11:23:55,10/05/2025,Sucursal Mixco,Guatemala,Distrito Metro,NO,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,NO,NO,SÍ,NO,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-05-10 10:53:44,10/05/2025,Sucursal San José,Guatemala,Distrito Metro,NO,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,NO,NO,NO,SÍ,NO,NO,NO,SÍ,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-05-07 08:22:16,07/05/2025,Sucursal Santa Catarina,Guatemala,Distrito Metro,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,"Visita dentro del promedio, con áreas de oportunidad.",
2025-05-23 08:07:41,23/05/2025,Sucursal Pinula,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-05-12 11:53:54,12/05/2025,Sucursal Boca del Monte,Guatemala,Distrito Metro,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,,
2025-05-13 11:30:08,13/05/2025,Sucursal Atlántico,Guatemala,Distrito Metro,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,NO,NO,NO,NO,SÍ,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-05-08 13:34:01,08/05/2025,Sucursal Pacífico,Guatemala,Distrito Metro,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,NO,NO,SÍ,NO,NO,NO,NO,NO,NO,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,NO,NO,SÍ,NO,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",Incidencia grave en Cobro: Condiciones inaceptables de servicio o infraestructura.
2025-05-15 18:15:20,15/05/2025,Sucursal Aguilar Batres,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-05-07 13:01:32,07/05/2025,Sucursal Avenida,Guatemala,Distrito Metro,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,NO,NO,NO,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,NO,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-05-13 13:42:03,13/05/2025,Sucursal Boulevard,Guatemala,Distrito Metro,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,,
2025-05-06 15:16:26,06/05/2025,Sucursal Quetzaltenango Norte,Quetzaltenango,Distrito Occidente,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-05-01 18:36:06,01/05/2025,Sucursal Terminal Quet,Quetzaltenango,Distrito Occidente,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,"Visita dentro del promedio, con áreas de oportunidad.",
2025-05-24 10:28:20,24/05/2025,Sucursal Quetzaltenango Centro,Quetzaltenango,Distrito Occidente,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-05-09 16:17:10,09/05/2025,Sucursal Llanos Quet,Quetzaltenango,Distrito Occidente,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,,
2025-05-20 18:41:21,20/05/2025,Sucursal Quetzaltenango Norte,Quetzaltenango,Distrito Occidente,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,,
2025-05-12 10:54:51,12/05/2025,Sucursal Sur Quet,Quetzaltenango,Distrito Occidente,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,NO,NO,NO,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-05-17 14:06:22,17/05/2025,Sucursal Escuintla Centro,Escuintla,Distrito Sur,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-05-22 10:28:34,22/05/2025,Sucursal Mercado Escu,Escuintla,Distrito Sur,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-05-12 14:26:01,12/05/2025,Sucursal Escuintla Norte,Escuintla,Distrito Sur,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,,
2025-05-21 16:18:02,21/05/2025,Sucursal Occidente Escu,Escuintla,Distrito Sur,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,NO,NO,NO,NO,SÍ,NO,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",Incidencia grave en Cobro: Condiciones inaceptables de servicio o infraestructura.
2025-05-04 09:11:26,04/05/2025,Sucursal Escuintla Norte,Escuintla,Distrito Sur,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,,
2025-05-22 08:00:44,22/05/2025,Sucursal Norte Escu,Escuintla,Distrito Sur,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,NO,NO,NO,NO,NO,SÍ,SÍ,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",
2025-05-23 08:00:13,23/05/2025,Sucursal Sacatepéquez Norte,Sacatepéquez,Distrito Central,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,Excelente servicio. La sucursal está operando en óptimas condiciones.,
2025-05-18 10:51:50,18/05/2025,Sucursal Central Saca,Sacatepéquez,Distrito Central,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,,
2025-05-23 13:28:43,23/05/2025,Sucursal Sacatepéquez Centro,Sacatepéquez,Distrito Central,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,NO,NO,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,,
2025-05-21 12:21:29,21/05/2025,Sucursal Terminal Saca,Sacatepéquez,Distrito Central,SÍ,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,NO,SÍ,SÍ,,
2025-05-10 12:12:51,10/05/2025,Sucursal Sacatepéquez Norte,Sacatepéquez,Distrito Central,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,,
2025-05-13 13:47:49,13/05/2025,Sucursal Avenida Chim,Chimaltenango,Distrito Central,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,,
2025-05-20 12:07:21,20/05/2025,Sucursal Chimaltenango Centro,Chimaltenango,Distrito Central,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,"Visita dentro del promedio, con áreas de oportunidad.",
2025-05-12 09:48:57,12/05/2025,Sucursal Plaza Chim,Chimaltenango,Distrito Central,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,SÍ,,
2025-05-16 15:05:36,16/05/2025,Sucursal Chimaltenango Plaza,Chimaltenango,Distrito Central,SÍ,SÍ,SÍ,SÍ,NO,SÍ,SÍ,NO,SÍ,NO,SÍ,NO,NO,SÍ,NO,NO,SÍ,SÍ,NO,NO,NO,NO,NO,SÍ,SÍ,SÍ,NO,SÍ,NO,NO,NO,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,NO,"Se notaron deficiencias considerables, especialmente en Cobro. El personal necesita capacitación.",Incidencia grave en Cobro: Condiciones inaceptables de servicio o infraestructura.
2025-05-24 13:09:45,24/05/2025,Sucursal Avenida Alta,Alta Verapaz,Distrito Norte,SÍ,SÍ,SÍ,NO,SÍ,SÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,NO,SÍ,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,NO,NO,SÍ,SÍ,SÍ,SÍ,NO,NO,NO,NO,SÍ,SÍ,SÍ,NO,NO,,
